shc_item_id,shc_item_desc,business_unit,sears_div_nbr,sears_ln_nbr,sears_itm_nbr,unit_cost,starting_price,Abt Electronics,Amazon,Bed Bath and Beyond,BestBuy,Dick s Sporting Goods,Harbor Freight Tools,Home Depot,JC Penney,Kohls,Lowes,Macys,Menards,NordicTrack,Northern Tool,Office Depot,P.C. Richard Son,Staples,Target,ToysRUs,Walmart,Wayfair,hhgregg,min comp price,MR_current
2481157,BERN THE ST. BERNARD 12 PLUSH,TOYS,52,3.0,59942,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2481158,BERN THE ST. BERNARD 29.5 PLUSH,TOYS,52,3.0,59943,62.29,,,60.24,,,,,,,,,,,,,,,,,,,,,60.24,
2481160,DONOVAN THE DALMATIAN 12 PLUSH,TOYS,52,3.0,59945,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2481162,DONOVAN THE DALMATIAN 31 PLUSH,TOYS,52,3.0,59946,62.29,,,60.24,,,,,,,,,,,,,,,,,,,,,60.24,
2481163,DONOVAN THE DALMATIAN 47 PLUSH,TOYS,52,3.0,59947,126.99,,,135.14,,,,,,,,,,,,,,,,,,,,,135.14,
2481164,JIFFY THE GIRAFFE 14 PLUSH,TOYS,52,3.0,59948,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2481166,GERRY THE GIRAFFE 10 PLUSH,TOYS,52,3.0,5995,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2481167,GERRY THE GIRAFFE 16.5 PLUSH,TOYS,52,3.0,59950,25.92,,,29.03,,,,,,,,,,,,,,,,,,,,,29.03,
2481168,GERRY THE GIRAFFE 31.5 PLUSH,TOYS,52,3.0,59951,78.68,,,83.37,,,,,,,,,,,,,,,,,,,,,83.37,
2481169,GERRY THE GIRAFFE 45 PLUSH,TOYS,52,3.0,59952,150.87,,,163.14,,,,,,,,,,,,,,,,,,,,,163.14,
2481170,PEYTON THE PIG 13 PLUSH,TOYS,52,3.0,59953,25.92,,,29.03,,,,,,,,,,,,,,,,,,,,,29.03,
2481898,SETON THE SEA TURTLE 40 PLUSH,TOYS,52,3.0,59973,78.68,,,83.37,,,,,,,,,,,,,,,,,,,,,83.37,
2481899,SHAMUS THE TURTLE 33 PLUSH,TOYS,52,3.0,59974,62.29,,,66.28,,,,,,,,,,,,,,,,,,,,,66.28,
2481903,STARS STRIPES THE BALL 24 PLUSH,TOYS,52,3.0,59975,46.11,,,49.07,,,,,,,,,,,,,,,,,,,,,49.07,
2481905,KODIAK THE HUSKY 8 PLUSH,TOYS,52,3.0,59976,8.13,,,13.47,,,,,,,,,,,,,,,,,,,,,13.47,
2481943,ZEUS THE HOUND 10.5 PLUSH,TOYS,52,3.0,59978,12.28,,,17.1,,,,,,,,,,,,,,,,,,,,,17.1,
2481944,BECKETT THE DOG 37.5 PLUSH,TOYS,52,3.0,59979,78.68,,,83.37,,,,,,,,,,,,,,,,,,,,,83.37,
2481945,RORY THE HOUND 28 PLUSH,TOYS,52,3.0,5998,46.11,,,49.07,,,,,,,,,,,,,,,,,,,,,49.07,
2481952,RUPERT THE HUSKY 20 PLUSH,TOYS,52,3.0,59980,25.92,,,29.03,,,,,,,,,,,,,,,,,,,,,29.03,
2481953,HUDSON THE HUSKY 11.5 PLUSH,TOYS,52,3.0,59981,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2481954,HUDSON THE HUSKY 34 PLUSH,TOYS,52,3.0,59982,78.68,,,83.31,,,,,,,,,,,,,,,,,,,,,83.31,
2481957,BERN THE ST. BERNARD 24 PLUSH,TOYS,52,3.0,59983,46.11,,,49.07,,,,,,,,,,,,,,,,,,,,,49.07,
2481959,YUKON THE HUSKY 18 PLUSH,TOYS,52,3.0,59985,25.92,,,29.03,,,,,,,,,,,,,,,,,,,,,29.03,
2482039,RONDO THE HOUND 12.5 PLUSH,TOYS,52,3.0,59986,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2482047,JIFFY THE GIRAFFE 12 PLUSH,TOYS,52,3.0,59988,12.28,,,17.1,,,,,,,,,,,,,,,,,,,,,17.1,
2482052,JIFFY THE GIRAFFE 36.5 PLUSH,TOYS,52,3.0,59989,62.29,,,66.28,,,,,,,,,,,,,,,,,,,,,66.28,
2482054,LEXUS THE LION 45 PLUSH,TOYS,52,3.0,5999,126.99,,,135.14,,,,,,,,,,,,,,,,,,,,,135.14,
2482055,LEOPOLD THE LEOPARD 45 PLUSH,TOYS,52,3.0,59990,126.99,,,135.14,,,,,,,,,,,,,,,,,,,,,135.14,
2482056,LAMAR THE LION 26 PLUSH,TOYS,52,3.0,59991,46.11,,,49.07,,,,,,,,,,,,,,,,,,,,,49.07,
2482057,DUMPLING THE DUCK 10 PLUSH,TOYS,52,3.0,59992,8.13,,,13.47,,,,,,,,,,,,,,,,,,,,,13.47,
2482058,DUMPLING THE DUCK 34 PLUSH,TOYS,52,3.0,59993,78.68,,,83.37,,,,,,,,,,,,,,,,,,,,,83.37,
2482059,GENIE THE BUNNY 3.5 PLUSH,TOYS,52,3.0,59994,5.3,,,9.99,,,,,,,,,,,,,,,,,,,,,9.99,
2482896,MARSHMALLOW BLASTER,TOYS,52,9.0,18967,16.63,19.56,,,,,,,,,,,,,,,,,,,,18.98,,,18.98,0.149795501022
2482899,OUT OF CONTROL,TOYS,52,9.0,1897,8.41,11.39,,9.09,,,,,,,,,,,,,,,,,12.99,9.09,,,9.09,0.261633011414
2483187,IN A PICKLE CARD GAME,TOYS,52,9.0,18982,10.39,12.22,,10.15,,,,,,,19.99,,,,,,,,,10.19,,,,,10.15,0.149754500818
2483189,MOOSE IN THE HOUSE CARD GAME,TOYS,52,9.0,18984,7.96,10.44,,,,,,,,,,,,,,,,,,,14.99,7.96,,,7.96,0.23754789272
2483359,SUPERSTRUCTS SUPER SET,TOYS,52,9.0,18990,53.32,75.01,,,,,,,,,,,,,,,,,,,,75.01,,,75.01,0.289161445141
2483421,STRATO CHESS,TOYS,52,9.0,1900,31.86,43.45,,27.02,,,,,,,47.99,,,,,,,,,,44.99,27.02,,,27.02,0.266743383199
2483423,THE GREAT DALMUTI,TOYS,52,9.0,19001,11.77,14.24,,10.05,,,,,,,,,,,,,,,,,17.99,11.24,,,10.05,0.17345505618
